cause_name,sex,age,deaths
Cervical cancer,Female,20 to 24,93.84501339
Cervical cancer,Female,25 to 29,214.8225023
Cervical cancer,Female,30 to 34,554.6649264
Cervical cancer,Female,35 to 39,1369.491085
Cervical cancer,Female,40 to 44,2491.176237
Cervical cancer,Female,45 to 49,4405.536967
Cervical cancer,Female,50 to 54,5589.792576
Cervical cancer,Female,55 to 59,6392.165483
Cervical cancer,Female,60 to 64,5795.792411
Cervical cancer,Female,65 to 69,4683.4487
Cervical cancer,Female,70 to 74,4022.436084
Cervical cancer,Female,75 to 79,2528.096961
Cervical cancer,Female,80 plus,2817.947864
Chronic kidney disease,Female,10 to 14,59.50090265
Chronic kidney disease,Female,15 to 19,215.000975
Chronic kidney disease,Female,20 to 24,698.292874
Chronic kidney disease,Female,25 to 29,857.5790081
Chronic kidney disease,Female,30 to 34,719.9858919
Chronic kidney disease,Female,35 to 39,1159.247038
Chronic kidney disease,Female,40 to 44,1188.089224
Chronic kidney disease,Female,45 to 49,2099.051
Chronic kidney disease,Female,05 to 09,61.61926977
Chronic kidney disease,Female,50 to 54,3080.98635
Chronic kidney disease,Female,55 to 59,4180.756267
Chronic kidney disease,Female,60 to 64,5661.693494
Chronic kidney disease,Female,65 to 69,6224.599119
Chronic kidney disease,Female,70 to 74,5953.675403
Chronic kidney disease,Female,75 to 79,6113.421802
Chronic kidney disease,Female,80 plus,13478.27637
Chronic kidney disease,Female,0 to 04,125.3368419
Chronic kidney disease,Male,10 to 14,89.55852535
Chronic kidney disease,Male,15 to 19,604.2661814
Chronic kidney disease,Male,20 to 24,1733.238959
Chronic kidney disease,Male,25 to 29,2351.962631
Chronic kidney disease,Male,30 to 34,2387.994146
Chronic kidney disease,Male,35 to 39,3235.912526
Chronic kidney disease,Male,40 to 44,3449.023862
Chronic kidney disease,Male,45 to 49,5070.167557
Chronic kidney disease,Male,05 to 09,83.58768142
Chronic kidney disease,Male,50 to 54,6456.60213
Chronic kidney disease,Male,55 to 59,8303.550724
Chronic kidney disease,Male,60 to 64,9704.813489
Chronic kidney disease,Male,65 to 69,9531.692084
Chronic kidney disease,Male,70 to 74,8766.352374
Chronic kidney disease,Male,75 to 79,8637.257322
Chronic kidney disease,Male,80 plus,14505.09389
Chronic kidney disease,Male,0 to 04,159.1828606
Chronic obstructive pulmonary disease,Female,10 to 14,208.1980977
Chronic obstructive pulmonary disease,Female,15 to 19,485.2262305
Chronic obstructive pulmonary disease,Female,20 to 24,475.1046244
Chronic obstructive pulmonary disease,Female,25 to 29,906.1937589
Chronic obstructive pulmonary disease,Female,30 to 34,981.4319427
Chronic obstructive pulmonary disease,Female,35 to 39,1717.717106
Chronic obstructive pulmonary disease,Female,40 to 44,2264.27376
Chronic obstructive pulmonary disease,Female,45 to 49,4161.864961
Chronic obstructive pulmonary disease,Female,05 to 09,133.8772254
Chronic obstructive pulmonary disease,Female,50 to 54,8737.25577
Chronic obstructive pulmonary disease,Female,55 to 59,19296.27478
Chronic obstructive pulmonary disease,Female,60 to 64,31440.84168
Chronic obstructive pulmonary disease,Female,65 to 69,45006.98044
Chronic obstructive pulmonary disease,Female,70 to 74,62539.37755
Chronic obstructive pulmonary disease,Female,75 to 79,56369.82227
Chronic obstructive pulmonary disease,Female,80 plus,83746.5674
Chronic obstructive pulmonary disease,Female,0 to 04,1367.167692
Chronic obstructive pulmonary disease,Male,10 to 14,347.454072
Chronic obstructive pulmonary disease,Male,15 to 19,729.5849702
Chronic obstructive pulmonary disease,Male,20 to 24,315.0488587
Chronic obstructive pulmonary disease,Male,25 to 29,441.3838737
Chronic obstructive pulmonary disease,Male,30 to 34,2177.688424
Chronic obstructive pulmonary disease,Male,35 to 39,3363.707759
Chronic obstructive pulmonary disease,Male,40 to 44,4929.265542
Chronic obstructive pulmonary disease,Male,45 to 49,10966.50874
Chronic obstructive pulmonary disease,Male,05 to 09,59.98758988
Chronic obstructive pulmonary disease,Male,50 to 54,18476.74846
Chronic obstructive pulmonary disease,Male,55 to 59,31763.95224
Chronic obstructive pulmonary disease,Male,60 to 64,53197.01685
Chronic obstructive pulmonary disease,Male,65 to 69,62384.66794
Chronic obstructive pulmonary disease,Male,70 to 74,80623.7903
Chronic obstructive pulmonary disease,Male,75 to 79,72088.08209
Chronic obstructive pulmonary disease,Male,80 plus,95650.01819
Chronic obstructive pulmonary disease,Male,0 to 04,586.8413702
Cirrhosis due to alcohol use,Female,15 to 19,40.50300121
Cirrhosis due to alcohol use,Female,20 to 24,158.1634877
Cirrhosis due to alcohol use,Female,25 to 29,154.8976182
Cirrhosis due to alcohol use,Female,30 to 34,161.614354
Cirrhosis due to alcohol use,Female,35 to 39,306.2070282
Cirrhosis due to alcohol use,Female,40 to 44,328.0062284
Cirrhosis due to alcohol use,Female,45 to 49,624.7850114
Cirrhosis due to alcohol use,Female,50 to 54,902.7770672
Cirrhosis due to alcohol use,Female,55 to 59,1638.852418
Cirrhosis due to alcohol use,Female,60 to 64,1753.274716
Cirrhosis due to alcohol use,Female,65 to 69,2214.142454
Cirrhosis due to alcohol use,Female,70 to 74,2353.643031
Cirrhosis due to alcohol use,Female,75 to 79,1625.373362
Cirrhosis due to alcohol use,Female,80 plus,2130.866879
Cirrhosis due to alcohol use,Male,15 to 19,349.3928607
Cirrhosis due to alcohol use,Male,20 to 24,1007.213328
Cirrhosis due to alcohol use,Male,25 to 29,1763.797083
Cirrhosis due to alcohol use,Male,30 to 34,3239.764728
Cirrhosis due to alcohol use,Male,35 to 39,4960.367041
Cirrhosis due to alcohol use,Male,40 to 44,6112.640746
Cirrhosis due to alcohol use,Male,45 to 49,8490.040253
Cirrhosis due to alcohol use,Male,50 to 54,9981.045077
Cirrhosis due to alcohol use,Male,55 to 59,10416.52044
Cirrhosis due to alcohol use,Male,60 to 64,9502.823174
Cirrhosis due to alcohol use,Male,65 to 69,8512.956092
Cirrhosis due to alcohol use,Male,70 to 74,6151.776171
Cirrhosis due to alcohol use,Male,75 to 79,4811.237527
Cirrhosis due to alcohol use,Male,80 plus,4509.517323
Cirrhosis due to hepatitis B,Female,10 to 14,160.1280231
Cirrhosis due to hepatitis B,Female,15 to 19,257.5833161
Cirrhosis due to hepatitis B,Female,20 to 24,572.4649045
Cirrhosis due to hepatitis B,Female,25 to 29,488.6006054
Cirrhosis due to hepatitis B,Female,30 to 34,465.0267536
Cirrhosis due to hepatitis B,Female,35 to 39,815.401569
Cirrhosis due to hepatitis B,Female,40 to 44,828.1605318
Cirrhosis due to hepatitis B,Female,45 to 49,1504.082303
Cirrhosis due to hepatitis B,Female,05 to 09,64.29683109
Cirrhosis due to hepatitis B,Female,50 to 54,1925.167232
Cirrhosis due to hepatitis B,Female,55 to 59,2975.632825
Cirrhosis due to hepatitis B,Female,60 to 64,2817.827105
Cirrhosis due to hepatitis B,Female,65 to 69,3241.288315
Cirrhosis due to hepatitis B,Female,70 to 74,3197.254724
Cirrhosis due to hepatitis B,Female,75 to 79,2059.293497
Cirrhosis due to hepatitis B,Female,80 plus,2398.215881
Cirrhosis due to hepatitis B,Female,0 to 04,70.4560847
Cirrhosis due to hepatitis B,Male,10 to 14,248.7832657
Cirrhosis due to hepatitis B,Male,15 to 19,563.2493762
Cirrhosis due to hepatitis B,Male,20 to 24,897.1362031
Cirrhosis due to hepatitis B,Male,25 to 29,1372.084657
Cirrhosis due to hepatitis B,Male,30 to 34,2280.743222
Cirrhosis due to hepatitis B,Male,35 to 39,3200.904967
Cirrhosis due to hepatitis B,Male,40 to 44,3690.026991
Cirrhosis due to hepatitis B,Male,45 to 49,4835.147481
Cirrhosis due to hepatitis B,Male,05 to 09,139.9571384
Cirrhosis due to hepatitis B,Male,50 to 54,5481.291678
Cirrhosis due to hepatitis B,Male,55 to 59,5651.661119
Cirrhosis due to hepatitis B,Male,60 to 64,5084.24576
Cirrhosis due to hepatitis B,Male,65 to 69,4516.261261
Cirrhosis due to hepatitis B,Male,70 to 74,3230.212857
Cirrhosis due to hepatitis B,Male,75 to 79,2502.486171
Cirrhosis due to hepatitis B,Male,80 plus,2306.41921
Cirrhosis due to hepatitis B,Male,0 to 04,90.51387966
Cirrhosis due to hepatitis C,Female,10 to 14,94.14432446
Cirrhosis due to hepatitis C,Female,15 to 19,128.2606433
Cirrhosis due to hepatitis C,Female,20 to 24,298.1070432
Cirrhosis due to hepatitis C,Female,25 to 29,294.2703028
Cirrhosis due to hepatitis C,Female,30 to 34,309.3773303
Cirrhosis due to hepatitis C,Female,35 to 39,582.4980087
Cirrhosis due to hepatitis C,Female,40 to 44,621.5072785
Cirrhosis due to hepatitis C,Female,45 to 49,1174.028244
Cirrhosis due to hepatitis C,Female,05 to 09,51.97168309
Cirrhosis due to hepatitis C,Female,50 to 54,1495.930869
Cirrhosis due to hepatitis C,Female,55 to 59,2225.282275
Cirrhosis due to hepatitis C,Female,60 to 64,2012.231089
Cirrhosis due to hepatitis C,Female,65 to 69,2227.654535
Cirrhosis due to hepatitis C,Female,70 to 74,2113.052054
Cirrhosis due to hepatitis C,Female,75 to 79,1307.736749
Cirrhosis due to hepatitis C,Female,80 plus,1395.460736
Cirrhosis due to hepatitis C,Female,0 to 04,127.1252229
Cirrhosis due to hepatitis C,Male,10 to 14,153.2340611
Cirrhosis due to hepatitis C,Male,15 to 19,326.7127816
Cirrhosis due to hepatitis C,Male,20 to 24,508.1976166
Cirrhosis due to hepatitis C,Male,25 to 29,749.6110103
Cirrhosis due to hepatitis C,Male,30 to 34,1205.096352
Cirrhosis due to hepatitis C,Male,35 to 39,1639.552559
Cirrhosis due to hepatitis C,Male,40 to 44,1829.933462
Cirrhosis due to hepatitis C,Male,45 to 49,2319.656136
Cirrhosis due to hepatitis C,Male,05 to 09,100.4183098
Cirrhosis due to hepatitis C,Male,50 to 54,2696.649601
Cirrhosis due to hepatitis C,Male,55 to 59,2999.25533
Cirrhosis due to hepatitis C,Male,60 to 64,2874.283449
Cirrhosis due to hepatitis C,Male,65 to 69,2707.479433
Cirrhosis due to hepatitis C,Male,70 to 74,2033.432981
Cirrhosis due to hepatitis C,Male,75 to 79,1651.359681
Cirrhosis due to hepatitis C,Male,80 plus,1661.79432
Cirrhosis due to hepatitis C,Male,0 to 04,104.7156043
Cirrhosis due to other causes,Female,10 to 14,805.4846103
Cirrhosis due to other causes,Female,15 to 19,796.9167339
Cirrhosis due to other causes,Female,20 to 24,1313.717418
Cirrhosis due to other causes,Female,25 to 29,929.7341889
Cirrhosis due to other causes,Female,30 to 34,733.6449065
Cirrhosis due to other causes,Female,35 to 39,1056.747564
Cirrhosis due to other causes,Female,40 to 44,871.1097697
Cirrhosis due to other causes,Female,45 to 49,1260.895419
Cirrhosis due to other causes,Female,05 to 09,619.1292038
Cirrhosis due to other causes,Female,50 to 54,1339.121204
Cirrhosis due to other causes,Female,55 to 59,1853.694554
Cirrhosis due to other causes,Female,60 to 64,1562.650394
Cirrhosis due to other causes,Female,65 to 69,1597.618415
Cirrhosis due to other causes,Female,70 to 74,1395.84673
Cirrhosis due to other causes,Female,75 to 79,798.5407252
Cirrhosis due to other causes,Female,80 plus,671.5610178
Cirrhosis due to other causes,Female,0 to 04,2137.290077
Cirrhosis due to other causes,Male,10 to 14,844.4400558
Cirrhosis due to other causes,Male,15 to 19,1172.160732
Cirrhosis due to other causes,Male,20 to 24,1416.602459
Cirrhosis due to other causes,Male,25 to 29,1894.929278
Cirrhosis due to other causes,Male,30 to 34,2742.590833
Cirrhosis due to other causes,Male,35 to 39,3335.86602
Cirrhosis due to other causes,Male,40 to 44,3266.541465
Cirrhosis due to other causes,Male,45 to 49,3589.489026
Cirrhosis due to other causes,Male,05 to 09,921.0118547
Cirrhosis due to other causes,Male,50 to 54,3546.271413
Cirrhosis due to other causes,Male,55 to 59,3366.666024
Cirrhosis due to other causes,Male,60 to 64,2778.048288
Cirrhosis due to other causes,Male,65 to 69,2258.584596
Cirrhosis due to other causes,Male,70 to 74,1471.616912
Cirrhosis due to other causes,Male,75 to 79,1043.793905
Cirrhosis due to other causes,Male,80 plus,739.6315318
Cirrhosis due to other causes,Male,0 to 04,1893.587656
Collective violence and legal intervention,Female,10 to 14,NA
Collective violence and legal intervention,Female,15 to 19,NA
Collective violence and legal intervention,Female,20 to 24,NA
Collective violence and legal intervention,Female,25 to 29,NA
Collective violence and legal intervention,Female,30 to 34,NA
Collective violence and legal intervention,Female,35 to 39,NA
Collective violence and legal intervention,Female,40 to 44,NA
Collective violence and legal intervention,Female,45 to 49,NA
Collective violence and legal intervention,Female,05 to 09,NA
Collective violence and legal intervention,Female,50 to 54,NA
Collective violence and legal intervention,Female,55 to 59,NA
Collective violence and legal intervention,Female,60 to 64,NA
Collective violence and legal intervention,Female,65 to 69,NA
Collective violence and legal intervention,Female,70 to 74,NA
Collective violence and legal intervention,Female,75 to 79,NA
Collective violence and legal intervention,Female,80 plus,NA
Collective violence and legal intervention,Female,0 to 04,NA
Collective violence and legal intervention,Male,10 to 14,NA
Collective violence and legal intervention,Male,15 to 19,NA
Collective violence and legal intervention,Male,20 to 24,NA
Collective violence and legal intervention,Male,25 to 29,NA
Collective violence and legal intervention,Male,30 to 34,NA
Collective violence and legal intervention,Male,35 to 39,NA
Collective violence and legal intervention,Male,40 to 44,NA
Collective violence and legal intervention,Male,45 to 49,NA
Collective violence and legal intervention,Male,05 to 09,NA
Collective violence and legal intervention,Male,50 to 54,NA
Collective violence and legal intervention,Male,55 to 59,NA
Collective violence and legal intervention,Male,60 to 64,NA
Collective violence and legal intervention,Male,65 to 69,NA
Collective violence and legal intervention,Male,70 to 74,NA
Collective violence and legal intervention,Male,75 to 79,NA
Collective violence and legal intervention,Male,80 plus,NA
Collective violence and legal intervention,Male,0 to 04,NA
Colon and rectum cancer,Female,15 to 19,64.25287829
Colon and rectum cancer,Female,20 to 24,106.4905214
Colon and rectum cancer,Female,25 to 29,244.8699064
Colon and rectum cancer,Female,30 to 34,340.897157
Colon and rectum cancer,Female,35 to 39,412.1101237
Colon and rectum cancer,Female,40 to 44,666.4162233
Colon and rectum cancer,Female,45 to 49,1010.264224
Colon and rectum cancer,Female,50 to 54,1481.268051
Colon and rectum cancer,Female,55 to 59,1855.028719
Colon and rectum cancer,Female,60 to 64,2213.915538
Colon and rectum cancer,Female,65 to 69,1995.134317
Colon and rectum cancer,Female,70 to 74,1892.543511
Colon and rectum cancer,Female,75 to 79,1511.888772
Colon and rectum cancer,Female,80 plus,2084.610131
Colon and rectum cancer,Male,15 to 19,108.2944243
Colon and rectum cancer,Male,20 to 24,312.2030234
Colon and rectum cancer,Male,25 to 29,512.4362658
Colon and rectum cancer,Male,30 to 34,693.5192843
Colon and rectum cancer,Male,35 to 39,881.2094935
Colon and rectum cancer,Male,40 to 44,1124.504995
Colon and rectum cancer,Male,45 to 49,1689.712059
Colon and rectum cancer,Male,50 to 54,2482.898112
Colon and rectum cancer,Male,55 to 59,3368.745043
Colon and rectum cancer,Male,60 to 64,3490.83865
Colon and rectum cancer,Male,65 to 69,3390.572917
Colon and rectum cancer,Male,70 to 74,2512.057224
Colon and rectum cancer,Male,75 to 79,1937.983963
Colon and rectum cancer,Male,80 plus,1965.341507
Complications of abortion,Female,10 to 14,5.19837166
Complications of abortion,Female,15 to 19,1053.689172
Complications of abortion,Female,20 to 24,1847.669389
Complications of abortion,Female,25 to 29,1675.649628
Complications of abortion,Female,30 to 34,1310.924053
Complications of abortion,Female,35 to 39,1163.711655
Complications of abortion,Female,40 to 44,572.9374943
Complications of abortion,Female,45 to 49,200.0564922
Conduct disorder,Female,10 to 14,NA
Conduct disorder,Female,15 to 19,NA
Conduct disorder,Female,20 to 24,NA
Conduct disorder,Female,05 to 09,NA
Conduct disorder,Male,10 to 14,NA
Conduct disorder,Male,15 to 19,NA
Conduct disorder,Male,20 to 24,NA
Conduct disorder,Male,05 to 09,NA
Congenital anomalies,Female,10 to 14,1165.80568
Congenital anomalies,Female,15 to 19,872.420023
Congenital anomalies,Female,20 to 24,1209.693509
Congenital anomalies,Female,25 to 29,1210.450647
Congenital anomalies,Female,30 to 34,1808.686381
Congenital anomalies,Female,35 to 39,1637.936774
Congenital anomalies,Female,40 to 44,2069.504383
Congenital anomalies,Female,45 to 49,2948.961432
Congenital anomalies,Female,05 to 09,1360.689748
Congenital anomalies,Female,50 to 54,941.0406497
Congenital anomalies,Female,55 to 59,1350.346718
Congenital anomalies,Female,60 to 64,1191.629914
Congenital anomalies,Female,65 to 69,1055.035737
Congenital anomalies,Female,70 to 74,1498.374145
Congenital anomalies,Female,75 to 79,1162.962815
Congenital anomalies,Female,80 plus,1351.998103
Congenital anomalies,Female,0 to 04,31253.28633
Congenital anomalies,Male,10 to 14,1249.648033
Congenital anomalies,Male,15 to 19,1029.932221
Congenital anomalies,Male,20 to 24,1180.137945
Congenital anomalies,Male,25 to 29,1457.222311
Congenital anomalies,Male,30 to 34,1778.12267
Congenital anomalies,Male,35 to 39,2621.906823
Congenital anomalies,Male,40 to 44,2524.761424
Congenital anomalies,Male,45 to 49,4902.69761
