cause_name,sex,age,ylds
Cerebrovascular disease,Male,35 to 39,10213.38267
Cerebrovascular disease,Male,40 to 44,13115.76372
Cerebrovascular disease,Male,45 to 49,17973.30644
Cerebrovascular disease,Male,05 to 09,637.3520479
Cerebrovascular disease,Male,50 to 54,23382.75787
Cerebrovascular disease,Male,55 to 59,28611.091
Cerebrovascular disease,Male,60 to 64,27932.84196
Cerebrovascular disease,Male,65 to 69,21818.25187
Cerebrovascular disease,Male,70 to 74,17136.88907
Cerebrovascular disease,Male,75 to 79,10800.9302
Cerebrovascular disease,Male,80 plus,7012.952799
Cerebrovascular disease,Male,0 to 04,161.6965858
Cervical cancer,Female,15 to 19,44.3327735
Cervical cancer,Female,20 to 24,277.1971749
Cervical cancer,Female,25 to 29,805.0610125
Cervical cancer,Female,30 to 34,1975.547268
Cervical cancer,Female,35 to 39,3680.3742
Cervical cancer,Female,40 to 44,4984.481115
Cervical cancer,Female,45 to 49,6663.671342
Cervical cancer,Female,50 to 54,6252.767156
Cervical cancer,Female,55 to 59,5886.367553
Cervical cancer,Female,60 to 64,4912.924611
Cervical cancer,Female,65 to 69,3679.434612
Cervical cancer,Female,70 to 74,2496.216908
Cervical cancer,Female,75 to 79,1237.973937
Cervical cancer,Female,80 plus,1037.17763
Chronic kidney disease,Female,10 to 14,35688.43745
Chronic kidney disease,Female,15 to 19,37956.48189
Chronic kidney disease,Female,20 to 24,48966.27857
Chronic kidney disease,Female,25 to 29,66617.90831
Chronic kidney disease,Female,30 to 34,76270.97589
Chronic kidney disease,Female,35 to 39,80678.11708
Chronic kidney disease,Female,40 to 44,81739.82009
Chronic kidney disease,Female,45 to 49,80980.14793
Chronic kidney disease,Female,05 to 09,32999.73476
Chronic kidney disease,Female,50 to 54,77575.8306
Chronic kidney disease,Female,55 to 59,74377.31165
Chronic kidney disease,Female,60 to 64,63628.66961
Chronic kidney disease,Female,65 to 69,49176.10188
Chronic kidney disease,Female,70 to 74,38442.12719
Chronic kidney disease,Female,75 to 79,25805.63395
Chronic kidney disease,Female,80 plus,30700.79223
Chronic kidney disease,Female,0 to 04,31279.80023
Chronic kidney disease,Male,10 to 14,39010.19852
Chronic kidney disease,Male,15 to 19,38791.35897
Chronic kidney disease,Male,20 to 24,47123.12942
Chronic kidney disease,Male,25 to 29,61690.80326
Chronic kidney disease,Male,30 to 34,72980.99281
Chronic kidney disease,Male,35 to 39,81350.29085
Chronic kidney disease,Male,40 to 44,89057.12061
Chronic kidney disease,Male,45 to 49,95674.92326
Chronic kidney disease,Male,05 to 09,36841.79648
Chronic kidney disease,Male,50 to 54,94780.87002
Chronic kidney disease,Male,55 to 59,89044.99672
Chronic kidney disease,Male,60 to 64,71889.45909
Chronic kidney disease,Male,65 to 69,49528.28805
Chronic kidney disease,Male,70 to 74,36787.96077
Chronic kidney disease,Male,75 to 79,23509.60455
Chronic kidney disease,Male,80 plus,24911.4476
Chronic kidney disease,Male,0 to 04,35242.64575
Chronic obstructive pulmonary disease,Female,10 to 14,60234.47585
Chronic obstructive pulmonary disease,Female,15 to 19,82911.69277
Chronic obstructive pulmonary disease,Female,20 to 24,109320.7487
Chronic obstructive pulmonary disease,Female,25 to 29,156700.7657
Chronic obstructive pulmonary disease,Female,30 to 34,214165.9754
Chronic obstructive pulmonary disease,Female,35 to 39,265360.3999
Chronic obstructive pulmonary disease,Female,40 to 44,307845.6967
Chronic obstructive pulmonary disease,Female,45 to 49,340955.5884
Chronic obstructive pulmonary disease,Female,05 to 09,35597.45939
Chronic obstructive pulmonary disease,Female,50 to 54,352646.354
Chronic obstructive pulmonary disease,Female,55 to 59,353037.6905
Chronic obstructive pulmonary disease,Female,60 to 64,317120.083
Chronic obstructive pulmonary disease,Female,65 to 69,257988.5404
Chronic obstructive pulmonary disease,Female,70 to 74,212562.5696
Chronic obstructive pulmonary disease,Female,75 to 79,147005.0041
Chronic obstructive pulmonary disease,Female,80 plus,138279.8696
Chronic obstructive pulmonary disease,Female,0 to 04,11238.54289
Chronic obstructive pulmonary disease,Male,10 to 14,60588.08663
Chronic obstructive pulmonary disease,Male,15 to 19,82075.6331
Chronic obstructive pulmonary disease,Male,20 to 24,107477.5194
Chronic obstructive pulmonary disease,Male,25 to 29,156852.8417
Chronic obstructive pulmonary disease,Male,30 to 34,217057.2507
Chronic obstructive pulmonary disease,Male,35 to 39,277942.763
Chronic obstructive pulmonary disease,Male,40 to 44,335368.6816
Chronic obstructive pulmonary disease,Male,45 to 49,372456.5935
Chronic obstructive pulmonary disease,Male,05 to 09,36089.97859
Chronic obstructive pulmonary disease,Male,50 to 54,368987.0135
Chronic obstructive pulmonary disease,Male,55 to 59,358063.2222
Chronic obstructive pulmonary disease,Male,60 to 64,299514.7002
Chronic obstructive pulmonary disease,Male,65 to 69,204084.7082
Chronic obstructive pulmonary disease,Male,70 to 74,141991.2919
Chronic obstructive pulmonary disease,Male,75 to 79,84888.15748
Chronic obstructive pulmonary disease,Male,80 plus,65734.46598
Chronic obstructive pulmonary disease,Male,0 to 04,11424.51455
Cirrhosis due to alcohol use,Female,15 to 19,136.6657447
Cirrhosis due to alcohol use,Female,20 to 24,255.985497
Cirrhosis due to alcohol use,Female,25 to 29,257.0102984
Cirrhosis due to alcohol use,Female,30 to 34,217.9436139
Cirrhosis due to alcohol use,Female,35 to 39,216.9722353
Cirrhosis due to alcohol use,Female,40 to 44,262.8267843
Cirrhosis due to alcohol use,Female,45 to 49,329.0962365
Cirrhosis due to alcohol use,Female,50 to 54,442.1556557
Cirrhosis due to alcohol use,Female,55 to 59,533.7849393
Cirrhosis due to alcohol use,Female,60 to 64,558.0893787
Cirrhosis due to alcohol use,Female,65 to 69,542.2665235
Cirrhosis due to alcohol use,Female,70 to 74,487.7523985
Cirrhosis due to alcohol use,Female,75 to 79,284.5677688
Cirrhosis due to alcohol use,Female,80 plus,165.6035416
Cirrhosis due to alcohol use,Male,15 to 19,783.2300178
Cirrhosis due to alcohol use,Male,20 to 24,1624.689386
Cirrhosis due to alcohol use,Male,25 to 29,1937.216554
Cirrhosis due to alcohol use,Male,30 to 34,2295.87761
Cirrhosis due to alcohol use,Male,35 to 39,2512.323267
Cirrhosis due to alcohol use,Male,40 to 44,2734.27054
Cirrhosis due to alcohol use,Male,45 to 49,3224.914602
Cirrhosis due to alcohol use,Male,50 to 54,3377.001504
Cirrhosis due to alcohol use,Male,55 to 59,3335.114044
Cirrhosis due to alcohol use,Male,60 to 64,2751.65169
Cirrhosis due to alcohol use,Male,65 to 69,1776.905184
Cirrhosis due to alcohol use,Male,70 to 74,1198.75066
Cirrhosis due to alcohol use,Male,75 to 79,664.8592044
Cirrhosis due to alcohol use,Male,80 plus,350.8847596
Cirrhosis due to hepatitis B,Female,10 to 14,497.9989738
Cirrhosis due to hepatitis B,Female,15 to 19,736.4820795
Cirrhosis due to hepatitis B,Female,20 to 24,883.5808207
Cirrhosis due to hepatitis B,Female,25 to 29,768.0834514
Cirrhosis due to hepatitis B,Female,30 to 34,607.0823917
Cirrhosis due to hepatitis B,Female,35 to 39,576.2938313
Cirrhosis due to hepatitis B,Female,40 to 44,639.3336495
Cirrhosis due to hepatitis B,Female,45 to 49,855.8176571
Cirrhosis due to hepatitis B,Female,05 to 09,227.7431446
Cirrhosis due to hepatitis B,Female,50 to 54,1041.041838
Cirrhosis due to hepatitis B,Female,55 to 59,1115.861362
Cirrhosis due to hepatitis B,Female,60 to 64,1032.751022
Cirrhosis due to hepatitis B,Female,65 to 69,942.5984777
Cirrhosis due to hepatitis B,Female,70 to 74,776.5032611
Cirrhosis due to hepatitis B,Female,75 to 79,435.6413689
Cirrhosis due to hepatitis B,Female,80 plus,228.5031592
Cirrhosis due to hepatitis B,Female,0 to 04,42.78927192
Cirrhosis due to hepatitis B,Male,10 to 14,917.2951194
Cirrhosis due to hepatitis B,Male,15 to 19,1317.614634
Cirrhosis due to hepatitis B,Male,20 to 24,1441.199511
Cirrhosis due to hepatitis B,Male,25 to 29,1585.027484
Cirrhosis due to hepatitis B,Male,30 to 34,1627.348651
Cirrhosis due to hepatitis B,Male,35 to 39,1715.351782
Cirrhosis due to hepatitis B,Male,40 to 44,1749.798385
Cirrhosis due to hepatitis B,Male,45 to 49,1916.854441
Cirrhosis due to hepatitis B,Male,05 to 09,481.6160057
Cirrhosis due to hepatitis B,Male,50 to 54,1986.591993
Cirrhosis due to hepatitis B,Male,55 to 59,1894.475606
Cirrhosis due to hepatitis B,Male,60 to 64,1523.000976
Cirrhosis due to hepatitis B,Male,65 to 69,963.5143894
Cirrhosis due to hepatitis B,Male,70 to 74,653.1680126
Cirrhosis due to hepatitis B,Male,75 to 79,349.3285688
Cirrhosis due to hepatitis B,Male,80 plus,178.520413
Cirrhosis due to hepatitis B,Male,0 to 04,89.89248561
Cirrhosis due to hepatitis C,Female,10 to 14,290.9273691
Cirrhosis due to hepatitis C,Female,15 to 19,387.036805
Cirrhosis due to hepatitis C,Female,20 to 24,485.8225244
Cirrhosis due to hepatitis C,Female,25 to 29,469.5696481
Cirrhosis due to hepatitis C,Female,30 to 34,403.282494
Cirrhosis due to hepatitis C,Female,35 to 39,417.0485853
Cirrhosis due to hepatitis C,Female,40 to 44,483.5509015
Cirrhosis due to hepatitis C,Female,45 to 49,676.0934574
Cirrhosis due to hepatitis C,Female,05 to 09,182.5554228
Cirrhosis due to hepatitis C,Female,50 to 54,817.8161508
Cirrhosis due to hepatitis C,Female,55 to 59,822.4382584
Cirrhosis due to hepatitis C,Female,60 to 64,747.6120321
Cirrhosis due to hepatitis C,Female,65 to 69,650.3669804
Cirrhosis due to hepatitis C,Female,70 to 74,514.535097
Cirrhosis due to hepatitis C,Female,75 to 79,278.3323983
Cirrhosis due to hepatitis C,Female,80 plus,130.705212
Cirrhosis due to hepatitis C,Female,0 to 04,78.175492
Cirrhosis due to hepatitis C,Male,10 to 14,610.0582968
Cirrhosis due to hepatitis C,Male,15 to 19,731.3989817
Cirrhosis due to hepatitis C,Male,20 to 24,783.8926994
Cirrhosis due to hepatitis C,Male,25 to 29,854.5968664
Cirrhosis due to hepatitis C,Male,30 to 34,848.0343232
Cirrhosis due to hepatitis C,Male,35 to 39,866.9293475
Cirrhosis due to hepatitis C,Male,40 to 44,837.789789
Cirrhosis due to hepatitis C,Male,45 to 49,913.3727607
Cirrhosis due to hepatitis C,Male,05 to 09,345.3574189
Cirrhosis due to hepatitis C,Male,50 to 54,963.5283442
Cirrhosis due to hepatitis C,Male,55 to 59,1021.063397
Cirrhosis due to hepatitis C,Male,60 to 64,864.8394755
Cirrhosis due to hepatitis C,Male,65 to 69,573.8147927
Cirrhosis due to hepatitis C,Male,70 to 74,401.0314481
Cirrhosis due to hepatitis C,Male,75 to 79,231.4531374
Cirrhosis due to hepatitis C,Male,80 plus,126.1396929
Cirrhosis due to hepatitis C,Male,0 to 04,106.6435124
Cirrhosis due to other causes,Female,10 to 14,2388.450564
Cirrhosis due to other causes,Female,15 to 19,2253.972053
Cirrhosis due to other causes,Female,20 to 24,2012.003873
Cirrhosis due to other causes,Female,25 to 29,1492.076949
Cirrhosis due to other causes,Female,30 to 34,967.3888425
Cirrhosis due to other causes,Female,35 to 39,736.5853631
Cirrhosis due to other causes,Female,40 to 44,687.0774331
Cirrhosis due to other causes,Female,45 to 49,714.8654603
Cirrhosis due to other causes,Female,05 to 09,2090.695212
Cirrhosis due to other causes,Female,50 to 54,730.2275849
Cirrhosis due to other causes,Female,55 to 59,680.9286823
Cirrhosis due to other causes,Female,60 to 64,559.1909231
Cirrhosis due to other causes,Female,65 to 69,468.532142
Cirrhosis due to other causes,Female,70 to 74,332.9842875
Cirrhosis due to other causes,Female,75 to 79,167.0898578
Cirrhosis due to other causes,Female,80 plus,61.25349774
Cirrhosis due to other causes,Female,0 to 04,1351.358517
Cirrhosis due to other causes,Male,10 to 14,3267.916907
Cirrhosis due to other causes,Male,15 to 19,2703.769825
Cirrhosis due to other causes,Male,20 to 24,2280.664842
Cirrhosis due to other causes,Male,25 to 29,2166.696118
Cirrhosis due to other causes,Male,30 to 34,2029.87739
Cirrhosis due to other causes,Male,35 to 39,1790.70269
Cirrhosis due to other causes,Male,40 to 44,1586.766358
Cirrhosis due to other causes,Male,45 to 49,1434.074749
Cirrhosis due to other causes,Male,05 to 09,3103.03708
Cirrhosis due to other causes,Male,50 to 54,1291.936192
Cirrhosis due to other causes,Male,55 to 59,1129.692392
Cirrhosis due to other causes,Male,60 to 64,841.1371615
Cirrhosis due to other causes,Male,65 to 69,490.1613939
Cirrhosis due to other causes,Male,70 to 74,297.4887163
Cirrhosis due to other causes,Male,75 to 79,144.8203146
Cirrhosis due to other causes,Male,80 plus,56.69882047
Cirrhosis due to other causes,Male,0 to 04,1963.229066
Collective violence and legal intervention,Female,10 to 14,59.7196909
Collective violence and legal intervention,Female,15 to 19,72.61117127
Collective violence and legal intervention,Female,20 to 24,184.1006186
Collective violence and legal intervention,Female,25 to 29,255.1150367
Collective violence and legal intervention,Female,30 to 34,321.4840881
Collective violence and legal intervention,Female,35 to 39,321.7896308
Collective violence and legal intervention,Female,40 to 44,452.5614073
Collective violence and legal intervention,Female,45 to 49,456.7690187
Collective violence and legal intervention,Female,05 to 09,18.33255455
Collective violence and legal intervention,Female,50 to 54,557.6646126
Collective violence and legal intervention,Female,55 to 59,606.795078
Collective violence and legal intervention,Female,60 to 64,538.4880017
Collective violence and legal intervention,Female,65 to 69,370.878462
Collective violence and legal intervention,Female,70 to 74,292.8965037
Collective violence and legal intervention,Female,75 to 79,193.0860394
Collective violence and legal intervention,Female,80 plus,25.3248497
Collective violence and legal intervention,Female,0 to 04,22.55086945
Collective violence and legal intervention,Male,10 to 14,130.5189927
Collective violence and legal intervention,Male,15 to 19,139.0274986
Collective violence and legal intervention,Male,20 to 24,344.4942299
Collective violence and legal intervention,Male,25 to 29,411.0285298
Collective violence and legal intervention,Male,30 to 34,547.4741531
Collective violence and legal intervention,Male,35 to 39,610.9823395
Collective violence and legal intervention,Male,40 to 44,857.4525771
Collective violence and legal intervention,Male,45 to 49,766.1971965
Collective violence and legal intervention,Male,05 to 09,25.47741692
Collective violence and legal intervention,Male,50 to 54,1147.818325
Collective violence and legal intervention,Male,55 to 59,1215.560451
Collective violence and legal intervention,Male,60 to 64,990.5472909
Collective violence and legal intervention,Male,65 to 69,631.9590576
Collective violence and legal intervention,Male,70 to 74,488.577267
Collective violence and legal intervention,Male,75 to 79,314.9641121
Collective violence and legal intervention,Male,80 plus,41.84924562
Collective violence and legal intervention,Male,0 to 04,37.85749207
Colon and rectum cancer,Female,15 to 19,68.8212347
Colon and rectum cancer,Female,20 to 24,104.4340457
Colon and rectum cancer,Female,25 to 29,214.7310671
Colon and rectum cancer,Female,30 to 34,321.121201
Colon and rectum cancer,Female,35 to 39,427.8094271
Colon and rectum cancer,Female,40 to 44,675.5903567
Colon and rectum cancer,Female,45 to 49,947.7938263
Colon and rectum cancer,Female,50 to 54,1372.651332
Colon and rectum cancer,Female,55 to 59,1585.554793
Colon and rectum cancer,Female,60 to 64,1747.612046
Colon and rectum cancer,Female,65 to 69,1445.358679
Colon and rectum cancer,Female,70 to 74,1247.098731
Colon and rectum cancer,Female,75 to 79,831.1270856
Colon and rectum cancer,Female,80 plus,853.5824965
Colon and rectum cancer,Male,15 to 19,99.89853279
Colon and rectum cancer,Male,20 to 24,304.7627252
Colon and rectum cancer,Male,25 to 29,496.9131016
Colon and rectum cancer,Male,30 to 34,726.7690813
Colon and rectum cancer,Male,35 to 39,1023.593035
Colon and rectum cancer,Male,40 to 44,1331.902074
Colon and rectum cancer,Male,45 to 49,1837.604181
Colon and rectum cancer,Male,50 to 54,2540.006661
Colon and rectum cancer,Male,55 to 59,3133.318814
Colon and rectum cancer,Male,60 to 64,3042.305327
Colon and rectum cancer,Male,65 to 69,2746.027419
Colon and rectum cancer,Male,70 to 74,1830.367804
Colon and rectum cancer,Male,75 to 79,1194.525083
Colon and rectum cancer,Male,80 plus,928.1037435
Complications of abortion,Female,10 to 14,1.21058845
Complications of abortion,Female,15 to 19,10.17135754
Complications of abortion,Female,20 to 24,90.2931601
Complications of abortion,Female,25 to 29,91.92158827
Complications of abortion,Female,30 to 34,64.92842925
Complications of abortion,Female,35 to 39,43.38127342
Complications of abortion,Female,40 to 44,17.11843057
Complications of abortion,Female,45 to 49,6.921201013
Conduct disorder,Female,10 to 14,134219.7548
Conduct disorder,Female,15 to 19,121983.8026
Conduct disorder,Female,20 to 24,12178.14515
Conduct disorder,Female,05 to 09,41294.65879
Conduct disorder,Male,10 to 14,363494.1349
Conduct disorder,Male,15 to 19,333331.0966
